Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Male,40,1,30.0,0,1-2 Year,Yes,48703.0,26.0,245,0
Female,31,1,15.0,0,1-2 Year,Yes,36522.0,122.0,63,0
Male,28,1,8.0,1,< 1 Year,No,32060.0,152.0,47,0
Female,71,1,20.0,0,1-2 Year,Yes,2630.0,124.0,77,0
Male,23,1,22.0,1,< 1 Year,No,26847.0,152.0,127,0
Male,26,1,46.0,1,< 1 Year,No,26144.0,152.0,187,0
Male,21,1,37.0,0,< 1 Year,Yes,35456.0,160.0,195,0
Male,22,1,29.0,1,< 1 Year,No,40890.0,152.0,211,0
Male,40,1,12.0,1,1-2 Year,Yes,30748.0,124.0,207,0
Male,62,1,46.0,1,1-2 Year,No,31109.0,29.0,250,0
Female,24,1,28.0,0,< 1 Year,Yes,42761.0,152.0,259,0
Female,22,1,30.0,1,< 1 Year,Yes,27001.0,152.0,291,0
Male,23,1,46.0,1,< 1 Year,No,17659.0,152.0,206,0
Female,56,1,28.0,1,1-2 Year,No,31285.0,25.0,66,0
Male,28,1,28.0,1,< 1 Year,No,31290.0,152.0,198,0
Male,24,1,46.0,1,1-2 Year,No,20212.0,124.0,234,0
Female,29,1,46.0,1,< 1 Year,No,22551.0,160.0,99,0
Female,21,1,46.0,1,< 1 Year,No,26680.0,152.0,38,0
Male,58,1,2.0,0,1-2 Year,No,2630.0,124.0,24,0
Male,45,1,28.0,0,1-2 Year,Yes,41053.0,124.0,195,0
Male,24,1,28.0,0,1-2 Year,Yes,41784.0,124.0,10,0
Female,29,1,30.0,1,< 1 Year,No,28697.0,152.0,55,0
Male,51,1,41.0,0,1-2 Year,Yes,32378.0,26.0,196,0
Male,45,1,36.0,0,1-2 Year,Yes,37472.0,156.0,166,0
Male,21,1,28.0,1,< 1 Year,No,40860.0,152.0,178,0
Male,31,1,36.0,1,1-2 Year,No,26079.0,26.0,272,0
Female,24,1,28.0,1,< 1 Year,No,28293.0,152.0,190,0
Female,37,1,8.0,1,1-2 Year,No,54920.0,7.0,173,0
Female,29,1,10.0,1,< 1 Year,No,35725.0,152.0,186,0
Male,22,1,37.0,1,< 1 Year,No,25548.0,152.0,268,0
Male,70,1,8.0,1,1-2 Year,No,2630.0,26.0,182,0
Female,20,1,8.0,1,< 1 Year,No,41705.0,160.0,277,0
Male,32,1,3.0,1,1-2 Year,No,27937.0,124.0,215,0
Male,22,1,13.0,1,< 1 Year,No,19153.0,160.0,175,0
Female,62,1,8.0,1,1-2 Year,No,23760.0,124.0,234,0
Female,60,1,23.0,0,< 1 Year,No,2630.0,1.0,242,0
Female,24,1,28.0,1,< 1 Year,No,29653.0,151.0,163,0
Male,26,1,35.0,1,< 1 Year,No,36527.0,152.0,100,0
Male,57,1,48.0,0,> 2 Years,Yes,2630.0,124.0,131,0
Female,26,1,41.0,1,< 1 Year,No,23775.0,152.0,71,0
Female,23,1,6.0,0,< 1 Year,Yes,27835.0,152.0,153,0
Male,22,1,25.0,1,< 1 Year,No,51154.0,152.0,216,0
Female,39,1,36.0,0,1-2 Year,Yes,33080.0,152.0,149,0
Female,39,1,28.0,1,1-2 Year,No,66870.0,55.0,22,0
Male,25,1,31.0,1,< 1 Year,No,2630.0,26.0,207,0
Male,43,1,48.0,1,1-2 Year,No,2630.0,124.0,264,0
Male,37,1,48.0,1,1-2 Year,No,2630.0,124.0,271,0
Male,21,1,46.0,1,< 1 Year,No,42287.0,152.0,23,0
Female,20,1,30.0,0,< 1 Year,Yes,24696.0,160.0,292,0
Male,29,1,28.0,0,1-2 Year,Yes,31493.0,155.0,42,0
Female,30,1,28.0,1,1-2 Year,No,108034.0,26.0,135,0
Male,24,1,50.0,0,< 1 Year,No,33622.0,152.0,99,0
Male,44,1,29.0,0,1-2 Year,Yes,58664.0,124.0,208,0
Female,21,1,46.0,0,1-2 Year,Yes,44138.0,157.0,58,0
Female,56,1,3.0,0,1-2 Year,No,2630.0,26.0,295,0
Female,52,1,36.0,1,1-2 Year,No,2630.0,124.0,227,0
Male,49,1,33.0,0,1-2 Year,Yes,25919.0,150.0,147,0
Male,25,1,28.0,1,< 1 Year,No,44658.0,152.0,287,0
Male,59,1,8.0,0,1-2 Year,Yes,51915.0,26.0,20,0
Female,25,1,6.0,1,< 1 Year,No,21125.0,152.0,50,0
Male,33,1,41.0,1,< 1 Year,No,29666.0,152.0,258,0
Female,22,1,15.0,1,< 1 Year,No,26728.0,152.0,273,0
Male,24,1,30.0,1,1-2 Year,No,27046.0,124.0,165,0
Female,23,1,25.0,0,< 1 Year,Yes,28768.0,152.0,233,0
Male,59,1,25.0,0,> 2 Years,Yes,2630.0,157.0,178,0
Female,56,1,1.0,1,1-2 Year,No,2630.0,124.0,64,0
Male,61,1,28.0,0,1-2 Year,Yes,42745.0,26.0,31,0
Male,24,1,41.0,1,< 1 Year,No,25052.0,152.0,206,0
Female,25,1,28.0,0,< 1 Year,Yes,51991.0,124.0,187,0
Male,22,1,46.0,1,< 1 Year,No,36502.0,152.0,113,0
Male,31,1,29.0,0,< 1 Year,Yes,29008.0,124.0,145,0
Female,31,1,8.0,0,< 1 Year,No,45832.0,152.0,131,0
Male,45,1,41.0,1,1-2 Year,No,37646.0,124.0,90,0
Male,31,1,32.0,1,< 1 Year,No,29535.0,152.0,98,0
Female,20,1,36.0,1,< 1 Year,Yes,2630.0,157.0,153,0
Female,79,1,28.0,0,1-2 Year,Yes,43618.0,26.0,122,0
Male,35,1,25.0,0,1-2 Year,Yes,2630.0,124.0,44,0
Male,25,1,46.0,0,< 1 Year,Yes,29691.0,152.0,225,0
Male,30,1,28.0,0,1-2 Year,Yes,23904.0,124.0,58,0
Female,37,1,3.0,1,1-2 Year,No,2630.0,160.0,23,0
Male,42,1,41.0,0,1-2 Year,Yes,43702.0,152.0,144,0
Female,66,1,28.0,1,1-2 Year,No,35333.0,124.0,237,0
Male,25,1,29.0,0,< 1 Year,Yes,33639.0,152.0,232,0
Male,52,1,28.0,0,1-2 Year,Yes,36233.0,124.0,69,0
Female,46,1,30.0,1,1-2 Year,No,2630.0,152.0,47,0
Male,24,1,8.0,1,< 1 Year,No,37872.0,152.0,66,0
Male,39,1,50.0,0,1-2 Year,Yes,37026.0,64.0,267,0
Female,26,1,40.0,0,< 1 Year,No,20053.0,152.0,271,0
Male,33,1,18.0,0,< 1 Year,Yes,36007.0,152.0,119,0
Male,29,1,6.0,1,< 1 Year,No,27322.0,152.0,190,0
Female,65,1,28.0,0,1-2 Year,Yes,2630.0,26.0,127,0
Female,34,1,16.0,0,1-2 Year,Yes,2630.0,151.0,255,0
Male,47,1,50.0,1,1-2 Year,No,42180.0,8.0,281,0
Male,37,1,12.0,0,1-2 Year,Yes,2630.0,156.0,156,0
Female,22,1,39.0,1,< 1 Year,No,41029.0,152.0,194,0
Male,22,1,37.0,0,< 1 Year,Yes,31420.0,160.0,259,0
Female,27,1,28.0,1,< 1 Year,No,37925.0,152.0,181,0
Male,48,1,46.0,0,1-2 Year,Yes,2630.0,26.0,271,0
Male,39,1,28.0,1,1-2 Year,No,75631.0,26.0,105,0
Female,24,1,34.0,1,< 1 Year,No,2630.0,152.0,14,0
Female,59,1,28.0,0,1-2 Year,Yes,2630.0,26.0,66,0
Male,42,1,0.0,0,1-2 Year,No,2630.0,55.0,230,0
Male,31,1,29.0,0,1-2 Year,No,23437.0,26.0,15,0
Male,23,1,31.0,1,< 1 Year,No,2630.0,152.0,185,0
Female,24,1,30.0,1,< 1 Year,No,26164.0,152.0,74,0
Male,75,1,30.0,1,1-2 Year,No,33696.0,124.0,250,0
Male,33,1,28.0,0,1-2 Year,Yes,26992.0,26.0,217,0
Male,69,1,3.0,0,1-2 Year,Yes,2630.0,124.0,270,0
Female,66,1,28.0,1,1-2 Year,No,28962.0,124.0,169,0
Female,25,1,3.0,1,< 1 Year,No,25633.0,152.0,159,0
Male,33,1,28.0,0,1-2 Year,Yes,33727.0,26.0,114,0
Male,58,1,41.0,0,> 2 Years,Yes,2630.0,26.0,129,0
Male,22,1,28.0,1,< 1 Year,No,49602.0,152.0,188,0
Male,25,1,36.0,1,< 1 Year,No,27415.0,152.0,194,0
Female,41,1,28.0,0,1-2 Year,Yes,38194.0,61.0,18,0
Female,24,1,18.0,1,< 1 Year,No,25496.0,152.0,48,0
Male,71,1,28.0,1,1-2 Year,No,49403.0,26.0,80,0
Female,53,1,46.0,1,1-2 Year,No,33380.0,26.0,199,0
Male,50,1,28.0,1,1-2 Year,Yes,42419.0,124.0,16,0
Male,72,1,8.0,0,1-2 Year,Yes,25857.0,26.0,82,0
Male,69,1,41.0,1,1-2 Year,No,24815.0,124.0,208,0
Female,21,1,47.0,1,< 1 Year,Yes,42229.0,152.0,72,0
Female,25,1,6.0,1,< 1 Year,No,34025.0,152.0,13,0
Male,28,1,36.0,1,< 1 Year,No,40172.0,152.0,39,0
Male,44,1,48.0,0,1-2 Year,Yes,2630.0,26.0,190,0
Female,24,1,28.0,1,< 1 Year,No,41038.0,152.0,139,0
Female,23,1,30.0,1,< 1 Year,No,31090.0,152.0,105,0
Male,46,1,28.0,1,1-2 Year,No,32599.0,124.0,151,0
Female,68,1,15.0,1,1-2 Year,No,33757.0,14.0,36,0
Female,38,1,2.0,0,1-2 Year,Yes,2630.0,156.0,29,0
Male,59,1,28.0,1,1-2 Year,No,52439.0,26.0,223,0
Male,45,1,7.0,1,1-2 Year,No,48060.0,26.0,209,0
Female,27,1,18.0,1,< 1 Year,No,2630.0,152.0,227,0
Female,42,1,28.0,0,1-2 Year,Yes,47343.0,124.0,180,0
Female,33,1,9.0,1,< 1 Year,No,2630.0,152.0,54,0
Male,29,1,31.0,1,1-2 Year,No,2630.0,154.0,125,0
Male,27,1,28.0,0,< 1 Year,Yes,79683.0,124.0,141,0
Male,28,1,8.0,1,< 1 Year,No,36260.0,26.0,251,0
Male,20,1,46.0,1,< 1 Year,No,31228.0,160.0,232,0
Male,28,1,27.0,1,< 1 Year,No,30911.0,152.0,34,0
Female,68,1,28.0,0,1-2 Year,Yes,50687.0,124.0,134,0
Male,63,1,28.0,1,1-2 Year,No,50316.0,52.0,153,0
Female,27,1,9.0,1,< 1 Year,No,32496.0,152.0,295,0
Male,45,1,41.0,1,1-2 Year,No,38207.0,26.0,194,0
Male,28,1,38.0,1,< 1 Year,No,31236.0,152.0,185,0
Male,64,1,28.0,1,1-2 Year,No,70961.0,124.0,116,0
Male,23,1,46.0,0,< 1 Year,Yes,43117.0,152.0,75,0
Female,25,1,21.0,1,< 1 Year,No,34721.0,152.0,88,0
Male,48,1,21.0,1,1-2 Year,No,34723.0,26.0,209,0
Female,25,1,50.0,1,< 1 Year,No,29098.0,152.0,27,0
Female,23,1,17.0,1,< 1 Year,No,47529.0,152.0,70,0
Male,40,1,28.0,0,1-2 Year,Yes,24054.0,124.0,37,0
Male,33,1,29.0,1,< 1 Year,No,32789.0,152.0,147,0
Male,21,1,28.0,0,< 1 Year,Yes,2630.0,156.0,245,0
Female,25,1,6.0,1,< 1 Year,No,2630.0,152.0,80,0
Female,65,1,50.0,1,1-2 Year,No,56766.0,8.0,105,0
Male,21,1,46.0,1,< 1 Year,No,27594.0,160.0,151,0
Male,23,1,8.0,1,< 1 Year,No,34226.0,152.0,236,0
Female,30,1,47.0,0,< 1 Year,No,23909.0,152.0,183,0
Female,40,1,28.0,0,1-2 Year,Yes,51134.0,26.0,30,0
Male,57,1,8.0,1,1-2 Year,Yes,80396.0,73.0,228,0
Female,22,1,11.0,0,1-2 Year,Yes,46143.0,124.0,116,0
Male,32,1,24.0,0,1-2 Year,Yes,51645.0,154.0,157,0
Female,21,1,46.0,1,< 1 Year,No,24182.0,152.0,200,0
Female,26,1,2.0,1,< 1 Year,No,34366.0,152.0,297,0
Male,21,1,8.0,0,< 1 Year,No,48527.0,152.0,157,0
Female,60,1,8.0,0,1-2 Year,Yes,36001.0,25.0,58,0
Female,40,1,46.0,0,1-2 Year,Yes,2630.0,157.0,178,0
Male,35,1,28.0,1,1-2 Year,No,33391.0,152.0,296,0
Male,61,1,28.0,0,> 2 Years,Yes,39232.0,26.0,143,0
Male,23,1,41.0,1,< 1 Year,No,22338.0,152.0,205,0
Male,57,1,28.0,1,1-2 Year,No,63804.0,26.0,12,0
Female,25,1,11.0,1,< 1 Year,No,26970.0,152.0,57,0
Male,49,1,24.0,0,> 2 Years,Yes,2630.0,124.0,157,0
Male,49,1,28.0,1,1-2 Year,No,45862.0,124.0,66,0
Male,53,1,28.0,1,1-2 Year,No,67798.0,26.0,240,0
Female,24,1,14.0,1,< 1 Year,No,31429.0,152.0,125,0
Female,34,1,8.0,1,1-2 Year,No,41084.0,154.0,29,0
Male,53,1,28.0,1,1-2 Year,No,23946.0,26.0,178,0
Male,63,1,13.0,0,1-2 Year,Yes,31402.0,124.0,245,0
Female,22,1,13.0,0,< 1 Year,No,34918.0,152.0,18,0
Female,22,1,9.0,0,< 1 Year,Yes,2630.0,152.0,121,0
Male,29,1,8.0,1,< 1 Year,No,26743.0,152.0,80,0
Male,54,1,28.0,0,1-2 Year,Yes,2630.0,124.0,79,0
Female,38,1,8.0,0,1-2 Year,Yes,2630.0,26.0,92,0
Female,42,1,2.0,0,1-2 Year,Yes,2630.0,55.0,218,0
Female,25,1,3.0,1,< 1 Year,No,24184.0,152.0,81,0
Male,44,1,48.0,1,1-2 Year,No,2630.0,15.0,104,0
Male,30,1,41.0,1,< 1 Year,No,29519.0,152.0,191,0
Male,30,1,50.0,1,1-2 Year,Yes,2630.0,156.0,121,0
Male,71,1,28.0,1,1-2 Year,No,39068.0,125.0,264,0
Male,23,1,46.0,0,< 1 Year,Yes,2630.0,156.0,256,0
Female,53,1,28.0,1,1-2 Year,No,40310.0,124.0,218,0
Male,51,1,8.0,1,1-2 Year,No,2630.0,26.0,71,0
Male,25,1,46.0,0,< 1 Year,Yes,29317.0,152.0,269,0
Female,29,1,46.0,1,< 1 Year,No,27436.0,152.0,168,0
Male,24,1,8.0,1,< 1 Year,No,54136.0,152.0,130,0
Male,46,1,8.0,0,1-2 Year,No,34290.0,124.0,115,0
Female,25,1,30.0,1,< 1 Year,No,26023.0,152.0,131,0
Female,34,1,28.0,1,1-2 Year,No,27515.0,152.0,45,0
Female,22,1,47.0,1,< 1 Year,No,35469.0,152.0,182,0
Male,24,1,41.0,1,< 1 Year,No,111257.0,152.0,116,0
Male,64,1,28.0,0,1-2 Year,No,43458.0,122.0,126,0
Male,39,1,30.0,0,1-2 Year,Yes,35230.0,160.0,295,0
Male,49,1,8.0,0,1-2 Year,Yes,46422.0,124.0,244,0
Female,31,1,32.0,0,< 1 Year,Yes,26072.0,124.0,189,0
Male,74,1,24.0,1,1-2 Year,No,28918.0,26.0,155,0
Male,34,1,37.0,0,1-2 Year,No,29060.0,152.0,80,0
Female,24,1,8.0,1,< 1 Year,No,37785.0,152.0,92,0
Female,46,1,15.0,1,1-2 Year,No,47556.0,14.0,92,0
Female,30,1,7.0,0,< 1 Year,Yes,31644.0,124.0,276,0
Male,48,1,28.0,1,1-2 Year,Yes,46969.0,26.0,111,0
Male,55,1,48.0,1,1-2 Year,No,2630.0,26.0,52,0
Male,40,1,28.0,0,1-2 Year,Yes,34504.0,59.0,66,0
Male,44,1,28.0,0,1-2 Year,Yes,33110.0,122.0,260,0
Female,43,1,3.0,0,1-2 Year,No,31133.0,124.0,169,0
Female,24,1,28.0,1,< 1 Year,No,38125.0,152.0,68,0
Female,36,1,28.0,0,1-2 Year,Yes,28600.0,26.0,222,0
Female,20,1,5.0,0,< 1 Year,Yes,2630.0,160.0,234,0
Male,24,1,25.0,1,< 1 Year,No,24988.0,152.0,44,0
Female,24,1,30.0,1,< 1 Year,No,21399.0,152.0,10,0
Male,66,1,33.0,0,> 2 Years,Yes,36843.0,26.0,75,0
Male,23,1,46.0,0,< 1 Year,Yes,2630.0,152.0,169,0
Male,50,1,28.0,0,1-2 Year,Yes,27967.0,13.0,240,0
Female,61,1,28.0,1,1-2 Year,No,71741.0,125.0,47,0
Male,34,1,28.0,0,1-2 Year,Yes,41564.0,154.0,201,0
Male,24,1,11.0,0,< 1 Year,Yes,37148.0,152.0,90,0
Female,23,1,6.0,1,< 1 Year,No,22226.0,152.0,283,0
Female,25,1,36.0,0,< 1 Year,Yes,25754.0,152.0,295,0
Female,23,1,15.0,1,< 1 Year,Yes,34625.0,152.0,240,0
Female,25,1,40.0,1,< 1 Year,No,26790.0,152.0,16,0
Male,38,1,23.0,0,1-2 Year,Yes,24403.0,124.0,293,0
Male,60,1,18.0,1,1-2 Year,No,40374.0,26.0,91,0
Male,30,1,28.0,1,1-2 Year,No,64250.0,124.0,182,0
Male,27,1,41.0,0,< 1 Year,Yes,32511.0,152.0,253,0
Female,23,1,28.0,1,< 1 Year,No,53035.0,152.0,130,0
Male,45,1,42.0,0,1-2 Year,Yes,28654.0,124.0,189,0
Female,24,1,8.0,1,< 1 Year,No,31710.0,160.0,181,0
Male,77,1,28.0,0,1-2 Year,Yes,2630.0,26.0,207,0
Male,22,1,8.0,1,< 1 Year,No,50886.0,152.0,256,0
Female,28,1,9.0,0,< 1 Year,Yes,25062.0,152.0,199,0
Female,64,1,10.0,0,> 2 Years,Yes,2630.0,26.0,29,0
Female,34,1,39.0,0,1-2 Year,Yes,37262.0,26.0,254,0
Male,24,1,29.0,1,< 1 Year,No,57259.0,152.0,34,0
Female,63,1,7.0,0,1-2 Year,Yes,50601.0,26.0,74,0
Male,20,1,8.0,0,< 1 Year,No,48978.0,160.0,165,0
Female,23,1,46.0,1,< 1 Year,No,19460.0,152.0,104,0
Male,23,1,41.0,1,< 1 Year,No,38599.0,153.0,172,0
Male,48,1,41.0,1,1-2 Year,No,27197.0,26.0,96,0
Male,43,1,28.0,0,1-2 Year,Yes,19004.0,124.0,163,0
Male,49,1,13.0,1,1-2 Year,No,34543.0,124.0,259,0
Male,57,1,38.0,0,1-2 Year,Yes,33877.0,26.0,96,0
Female,50,1,48.0,0,1-2 Year,Yes,2630.0,15.0,61,0
Male,36,1,41.0,1,1-2 Year,No,39040.0,109.0,264,0
Male,48,1,29.0,1,1-2 Year,No,48588.0,26.0,203,0
Male,70,1,30.0,0,1-2 Year,Yes,19283.0,26.0,256,0
Male,48,1,28.0,0,1-2 Year,No,28461.0,124.0,201,0
Female,35,1,43.0,0,1-2 Year,Yes,2630.0,160.0,244,0
Female,54,1,41.0,1,1-2 Year,No,42483.0,116.0,213,0
Male,39,1,28.0,0,1-2 Year,Yes,24509.0,13.0,22,0
Female,34,1,8.0,0,1-2 Year,No,47824.0,124.0,222,0
Male,52,1,15.0,1,1-2 Year,No,2630.0,14.0,250,0
Female,42,1,28.0,0,1-2 Year,Yes,34133.0,26.0,42,0
Female,75,1,28.0,0,1-2 Year,No,29409.0,26.0,152,0
Male,49,1,28.0,0,1-2 Year,No,2630.0,124.0,212,0
Female,21,1,47.0,1,< 1 Year,No,34909.0,152.0,115,0
Female,23,1,37.0,1,< 1 Year,No,34140.0,152.0,247,0
Female,24,1,29.0,1,< 1 Year,No,29476.0,152.0,108,0
Male,44,1,45.0,0,1-2 Year,Yes,26625.0,26.0,120,0
Male,38,1,26.0,0,> 2 Years,Yes,2630.0,156.0,284,0
Male,23,1,29.0,1,< 1 Year,No,32806.0,153.0,146,0
Male,35,1,15.0,0,1-2 Year,Yes,20136.0,152.0,87,0
Male,54,1,28.0,0,1-2 Year,Yes,25361.0,155.0,55,0
Male,31,1,3.0,1,< 1 Year,No,22748.0,152.0,84,0
Male,42,1,28.0,1,1-2 Year,No,29023.0,124.0,82,0
Male,27,1,35.0,1,< 1 Year,No,31674.0,152.0,151,0
Male,47,1,47.0,1,1-2 Year,No,31206.0,124.0,176,0
Female,21,1,15.0,0,< 1 Year,Yes,46798.0,160.0,97,0
Male,33,1,17.0,0,1-2 Year,Yes,31435.0,26.0,57,0
Male,42,1,28.0,1,1-2 Year,No,38524.0,42.0,66,0
Female,49,1,27.0,0,1-2 Year,Yes,36817.0,26.0,291,0
Male,50,1,47.0,0,1-2 Year,Yes,39339.0,16.0,231,0
Male,23,1,46.0,1,< 1 Year,No,23252.0,152.0,71,0
Male,50,1,48.0,0,1-2 Year,No,2630.0,26.0,115,0
Female,21,1,6.0,1,< 1 Year,No,34701.0,152.0,20,0
Male,31,1,50.0,1,< 1 Year,No,39520.0,152.0,291,0
Male,64,1,18.0,1,1-2 Year,No,26324.0,124.0,194,0
Female,27,1,45.0,0,1-2 Year,Yes,33125.0,124.0,160,0
Female,25,1,46.0,1,< 1 Year,No,31545.0,152.0,45,0
Male,61,1,28.0,1,1-2 Year,No,57368.0,26.0,114,0
Male,22,1,28.0,0,1-2 Year,Yes,2630.0,124.0,28,0
Male,55,1,48.0,0,1-2 Year,Yes,2630.0,56.0,159,0
Female,74,1,28.0,0,1-2 Year,Yes,31298.0,122.0,61,0
Female,62,1,48.0,1,1-2 Year,No,2630.0,124.0,281,0
Female,22,1,11.0,1,< 1 Year,No,19931.0,152.0,280,0
Female,59,1,28.0,0,1-2 Year,Yes,2630.0,26.0,105,0
Female,46,1,39.0,1,1-2 Year,No,56500.0,26.0,11,0
Female,27,1,27.0,1,< 1 Year,No,32183.0,152.0,183,0
Male,26,1,27.0,0,< 1 Year,Yes,32533.0,152.0,18,0
Female,25,1,37.0,0,< 1 Year,Yes,40717.0,152.0,250,0
Female,23,1,33.0,1,< 1 Year,No,27941.0,152.0,237,0
Male,43,1,11.0,1,1-2 Year,Yes,34792.0,152.0,126,0
Female,23,1,49.0,0,< 1 Year,Yes,22393.0,151.0,159,0
Male,37,1,12.0,1,1-2 Year,No,18354.0,124.0,176,0
Male,31,1,28.0,1,< 1 Year,No,35032.0,152.0,29,0
Female,28,1,23.0,0,< 1 Year,Yes,17163.0,163.0,193,0
Male,43,1,28.0,0,1-2 Year,Yes,28149.0,26.0,111,0
Male,59,1,24.0,0,> 2 Years,Yes,46132.0,157.0,28,0
Female,20,1,50.0,1,< 1 Year,No,2630.0,160.0,79,0
Male,26,1,28.0,1,< 1 Year,No,48915.0,152.0,28,0
Male,28,1,28.0,1,< 1 Year,No,30570.0,152.0,174,0
Female,24,1,8.0,1,< 1 Year,No,37216.0,152.0,199,0
Female,24,1,18.0,1,< 1 Year,No,28400.0,152.0,93,0
Male,31,1,46.0,0,< 1 Year,Yes,32117.0,152.0,222,0
Female,23,1,38.0,1,< 1 Year,No,41079.0,152.0,205,0
Female,22,1,15.0,0,< 1 Year,Yes,21930.0,152.0,52,0
Male,21,1,26.0,0,< 1 Year,Yes,26823.0,160.0,121,0
Male,57,1,28.0,0,1-2 Year,Yes,25304.0,26.0,85,0
Female,23,1,11.0,1,< 1 Year,No,28108.0,152.0,220,0
Male,21,1,15.0,1,< 1 Year,Yes,33068.0,160.0,34,0
Female,25,1,15.0,0,< 1 Year,Yes,40074.0,152.0,46,0
Male,46,1,9.0,0,1-2 Year,Yes,30028.0,124.0,61,0
Male,24,1,29.0,1,< 1 Year,No,39412.0,152.0,148,0
Male,24,1,30.0,1,< 1 Year,No,31331.0,152.0,228,0
Female,20,1,12.0,1,< 1 Year,No,2630.0,160.0,164,0
Male,42,1,28.0,0,1-2 Year,Yes,41174.0,124.0,180,0
Male,24,1,50.0,1,< 1 Year,No,28138.0,152.0,224,0
Male,35,1,28.0,0,1-2 Year,Yes,2630.0,26.0,24,0
Female,46,1,46.0,0,1-2 Year,Yes,26668.0,11.0,243,0
Male,44,1,23.0,1,1-2 Year,No,32960.0,26.0,171,0
Female,48,1,1.0,1,1-2 Year,No,2630.0,124.0,217,0
Male,55,1,20.0,1,1-2 Year,No,2630.0,124.0,185,0
Female,30,1,26.0,0,< 1 Year,Yes,25480.0,152.0,208,0
Male,22,1,8.0,1,< 1 Year,No,26175.0,152.0,162,0
Female,22,1,23.0,0,< 1 Year,Yes,23639.0,152.0,221,0
Female,69,1,50.0,0,1-2 Year,Yes,37463.0,8.0,223,0
Male,25,1,15.0,1,< 1 Year,No,42685.0,152.0,123,0
Male,26,1,28.0,1,< 1 Year,No,39702.0,152.0,273,0
Male,22,1,39.0,1,< 1 Year,No,30466.0,152.0,95,0
Male,55,1,28.0,0,1-2 Year,Yes,44850.0,122.0,45,0
Female,26,1,6.0,1,< 1 Year,No,21433.0,152.0,206,0
Female,21,1,11.0,0,< 1 Year,Yes,37152.0,152.0,27,0
Female,44,1,41.0,0,1-2 Year,Yes,63945.0,26.0,269,0
Male,63,1,31.0,1,1-2 Year,No,2630.0,26.0,118,0
Male,29,1,3.0,0,< 1 Year,Yes,25695.0,152.0,274,0
Female,24,1,29.0,1,< 1 Year,No,33502.0,152.0,92,0
Female,55,1,28.0,1,1-2 Year,No,29858.0,124.0,174,0
Male,50,1,50.0,1,1-2 Year,No,36100.0,124.0,116,0
Male,62,1,28.0,0,1-2 Year,No,35791.0,124.0,118,0
Female,23,1,7.0,1,< 1 Year,No,33561.0,152.0,88,0
Male,28,1,23.0,1,< 1 Year,No,2630.0,160.0,56,0
Male,45,1,28.0,0,1-2 Year,Yes,2630.0,157.0,265,0
Male,63,1,49.0,1,1-2 Year,No,27084.0,26.0,223,0
Male,24,1,47.0,1,< 1 Year,No,19545.0,152.0,146,0
Female,23,1,8.0,1,< 1 Year,No,38754.0,152.0,188,0
Female,38,1,47.0,0,1-2 Year,Yes,25829.0,16.0,124,0
Male,34,1,41.0,1,1-2 Year,No,40762.0,152.0,119,0
Female,76,1,41.0,0,1-2 Year,Yes,66658.0,124.0,31,0
Female,59,1,8.0,0,1-2 Year,Yes,60906.0,7.0,69,0
Female,33,1,50.0,0,1-2 Year,No,33014.0,8.0,203,0
Male,45,1,28.0,1,1-2 Year,No,40785.0,124.0,101,0
Female,24,1,36.0,1,< 1 Year,No,31336.0,152.0,16,0
Female,66,1,28.0,1,1-2 Year,No,50629.0,26.0,166,0
Male,31,1,46.0,1,< 1 Year,No,2630.0,152.0,251,0
Male,76,1,44.0,0,1-2 Year,Yes,2630.0,26.0,137,0
Female,24,1,29.0,0,< 1 Year,Yes,30442.0,152.0,195,0
Female,21,1,46.0,1,< 1 Year,No,28155.0,160.0,40,0
Male,23,1,8.0,1,< 1 Year,No,59360.0,152.0,55,0
Female,24,1,41.0,0,< 1 Year,No,29686.0,152.0,66,0
Male,42,1,36.0,1,1-2 Year,No,41619.0,124.0,26,0
Female,77,1,28.0,0,1-2 Year,Yes,44156.0,26.0,274,0
Female,32,1,30.0,1,< 1 Year,No,27826.0,152.0,30,0
Male,25,1,11.0,1,< 1 Year,No,24888.0,152.0,94,0
Male,37,1,28.0,0,1-2 Year,Yes,38858.0,13.0,83,0
Male,39,1,3.0,0,1-2 Year,Yes,27438.0,122.0,61,0
Male,51,1,29.0,1,1-2 Year,No,18248.0,124.0,43,0
Male,78,1,21.0,1,1-2 Year,No,21995.0,26.0,281,0
Female,23,1,32.0,1,< 1 Year,No,30023.0,152.0,52,0
Female,26,1,21.0,1,< 1 Year,No,25290.0,152.0,263,0
Male,37,1,26.0,0,1-2 Year,Yes,46500.0,22.0,35,0
Male,21,1,11.0,1,< 1 Year,No,28619.0,152.0,203,0
Female,24,1,45.0,0,< 1 Year,Yes,26273.0,152.0,175,0
Female,30,1,32.0,0,< 1 Year,Yes,2630.0,152.0,17,0
Male,31,1,18.0,1,< 1 Year,No,2630.0,152.0,40,0
Female,22,1,49.0,0,< 1 Year,No,2630.0,152.0,167,0
Male,27,1,44.0,1,< 1 Year,No,2630.0,152.0,206,0
Male,24,1,13.0,1,< 1 Year,No,46881.0,152.0,205,0
Female,64,1,48.0,1,1-2 Year,No,2630.0,15.0,140,0
Female,22,1,11.0,1,< 1 Year,No,25546.0,152.0,125,0
