anime_id,name,type,episodes,rating
11879,Oni Chichi: Re-born,OVA,2,7.89
732,Vampire Hunter D,Movie,1,7.26
6829,Izakaya no Ichiya,Movie,1,5.31
8896,Natsufuku no Shoujo-tachi,Special,1,6.41
30065,Osamishi Tani no Wakare Uta,Movie,1,3.95
32087,Osomatsu-kun (1988): Appare! Chibita no Onitaiji zansu,Special,1,6.29
6604,Kuruneko,TV,50,7.63
11789,Wish Me Mell,ONA,2,5.77
25363,Gensei Shugoshin P-hyoro Ikka OVA,OVA,3,5.25
13287,Galaxy Angel Specials,Special,2,6.91
6973,Senkou no Night Raid,TV,13,6.99
20141,Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi,Special,1,7.11
1535,Death Note,TV,37,8.71
10709,Manga Nihon Keizai Nyuumon,TV,25,6.67
941,Renkin San-kyuu Magical? Pokaan,TV,12,7.11
4621,The Olympic Challenge,Movie,1,6.23
22167,Goldfish Fetish,Movie,1,4.46
17167,Akai Koudan Zillion Specials,Special,3,6.38
11759,Accel World,TV,24,7.62
32832,Kaze no You ni,Movie,1,6.14
18743,Money Wars: Nerawareta Waterfront Keikaku,OVA,1,5.05
5924,Koushoku Ichidai Otoko,OVA,1,6.34
6797,Docchi ni Suru?,Movie,1,5.64
4981,Casshern Sins,TV,24,7.61
1549,1000-nen Joou: Queen Millennia,Movie,1,7.02
33191,Kishibe Rohan wa Ugokanai,OVA,Unknown,
5594,Fuusen no Doratarou,TV,13,5.95
1390,Parade Parade,OVA,2,6.17
19899,Fujiko F. Fujio: Sukoshi Fushigi Tanpen Theater,OVA,11,6.25
3884,Maze☆Bakunetsu Jikuu: Hot Springs,Special,1,6.47
33685,Cyborg 009: Call of Justice 1,Movie,1,4.5
29830,Tamayura: Sotsugyou Shashin Part 3 - Akogare,Movie,1,7.88
5930,Hayou no Ken: Shikkoku no Mashou,OVA,2,5.79
21713,Usagi no Mofy,ONA,13,5.36
5266,Choujuu Kishin Dancougar: God Bless Dancougar,OVA,1,6.72
7523,Fuku-chan no Sensuikan,Movie,1,5.44
936,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,Movie,1,6.99
2957,Okusama wa Mahoutsukai,OVA,2,5.98
1584,Stratos 4 Advance Kanketsu-hen,OVA,2,7.08
4052,Medarot Damashii,TV,39,6.76
85,Mobile Suit Zeta Gundam,TV,50,8.03
28717,Luigi&#039;s Toy Adventure,ONA,1,5.46
29944,Kuchao,Movie,1,5.08
5684,Fresh Precure!,TV,50,7.45
9330,Dragon Crisis!,TV,12,6.93
4242,Ginga Reppuu Baxingar,TV,39,6.57
8507,Ikkitousen: Xtreme Xecutor Specials,Special,6,6.75
10471,Ie Naki Ko Remi Specials,Special,3,7.72
21327,Isshuukan Friends.,TV,12,7.7
12897,Uchuu Patrol Hopper,TV,44,6.54
11491,Recorder to Randoseru Do♪,TV,13,6.81
1303,The Animatrix,OVA,9,7.34
28339,2005-nen Uchuu no Tabi,Special,1,4.75
29844,Nekoronde TV.,TV,12,4.55
18827,Hello Kitty: Mahou no Mori no Ohimesama,Movie,1,6.36
790,Ergo Proxy,TV,23,8.03
7329,Tottoko Hamtarou Movie 1: Ham-Ham Land Daibouken,Movie,1,6.84
3879,Paris no Isabelle,TV,13,6.19
33842,Fushigi no Yappo Shima: Pukipuki to Poi,TV,25,8.5
2786,Bakegyamon,TV,51,6.84
22733,Dragon Collection,TV,51,6.39
14513,Magi: The Labyrinth of Magic,TV,25,8.24
8142,Colorful (Movie),Movie,1,8.06
20095,Furiten-kun (1990),OVA,2,6.25
9290,Moyashimon CGI Anime,OVA,1,6.37
24031,Denki-gai no Honya-san,TV,12,7.28
2775,Genocyber,OVA,5,6.12
2413,Boin,OVA,2,6.72
1724,Saint October,TV,26,6.6
9934,Nekogami Yaoyorozu,TV,12,6.73
2970,Night Wizard,TV,13,6.81
10554,Yakyuukyou no Uta,TV,25,7.15
6181,Highway Jenny,OVA,1,5.23
4775,Lunatic Night,OVA,3,5.92
32447,Nora to Oujo to Noraneko Heart,TV,Unknown,
12255,Carnival Phantasm: Illya-jou,Special,1,7.07
31534,Larva,TV,26,6.57
13141,Shibainuko-san,TV,26,5.78
33570,Zenryoku Yobikou 5.5 Seminar Prologue,ONA,1,4.73
24489,Koha Ginjiro,OVA,3,5.6
1744,Wagamama☆Fairy Mirumo de Pon!,TV,172,7.47
34456,Sentai Hero Sukiyaki Force,TV,Unknown,
32059,Master of Torque 3,ONA,1,4.83
5763,Uchuu Kuubo Blue Noah,TV,24,6.91
17707,Glass no Kamen Desu ga,TV,3,5.74
2180,Slow Step,OVA,5,6.84
21925,Chichiiro Toiki,OVA,2,7.1
212,Project A-Ko,Movie,1,7.02
4000,Canary wa Kago no Naka,OVA,2,6.17
2273,Mobile Suit Gundam Wing: Endless Waltz Movie,Movie,1,7.94
15059,Initial D Fifth Stage,TV,14,8.14
22399,Saru Kani Gassen,OVA,1,5.23
2357,Kojin Taxi,OVA,5,6.29
17741,Kimi no Iru Machi,TV,12,7.17
33034,Kiniro Mosaic: Pretty Days,Movie,1,7.23
6291,Full Metal Panic! The Second Raid Episode 000,Special,1,7.55
32681,Uchuu Patrol Luluco,TV,13,7.7
11773,To Heart 2: Dungeon Travelers,OVA,2,6.45
31189,Watashi ga Toriko ni Natte Yaru,OVA,2,6.87
2429,Unico: Mahou no Shima e,Movie,1,7.24
5347,Bible Black: Imari Ryoujoku Genba,Special,1,6.7
1740,Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou,TV,11,6.08
3755,Sekai Meisaku Douwa: Oyayubi Hime,Movie,1,6.52
6792,Mobile Suit SD Gundam Mk V,OVA,3,5.97
24355,Gaia Getter A-kun,ONA,2,3.48
6281,Asylum Session,Movie,1,5.25
27847,Kyoushitsu wa Obake ga Ippai/Boku wa Yuusha da zo,OVA,1,6.5
6523,Porong Porong Pororo,TV,52,6.3
17141,Kara The Animation,TV,5,6.01
23593,Saitama Bousou Saizensen Flag! Shinimonogurui no Seishun!!,OVA,1,6.0
12755,Mahoutsukai Jiji,ONA,1,6.13
19857,Kagachi-sama Onagusame Tatematsurimasu: Netorare Mura Inya Hanashi The Animation,OVA,1,6.39
19233,Around,Movie,1,5.79
8218,Fushigi na Elevator,Movie,1,5.71
27939,Afro Samurai Pilot,Special,1,6.79
30948,Kowabon,TV,13,5.33
5231,Inazuma Eleven,TV,127,7.72
13667,Naruto: Shippuuden Movie 6 - Road to Ninja,Movie,1,7.84
155,X/1999,Movie,1,6.68
19497,Kagerouka-kun,OVA,1,5.19
2604,Sky Girls,TV,26,7.13
15895,Hiyokoi (2012),Special,3,6.86
9001,Je T&#039;aime,OVA,1,6.79
2440,Suki da yo!,OVA,2,6.09
24045,Monster ni Natta Domerica,ONA,1,4.94
183,Whistle!,TV,39,7.53
30140,Xing Mao Lixian Ji Zhi Shu Fa Pian,TV,26,6.33
31634,Kokuhaku,ONA,1,2.67
2639,Dorami-chan: Hello Kyouryuu Kids!!,Movie,1,5.9
2454,Kimagure Orange☆Road: Ano Hi ni Kaeritai,Movie,1,7.81
20365,Another: Misaki Mei - Shizuka ni,Music,1,6.36
28571,Karugamo Oyako no Hi no Youjin,OVA,1,5.67
18045,Koi to Senkyo to Chocolate Special,Special,1,7.03
547,Wind: A Breath of Heart OVA,OVA,3,6.35
30954,Jakusansei Million Arthur,ONA,Unknown,6.61
5466,Mahoutsukai Tai! vs. Shamanic Princess,OVA,1,6.51
10856,Penguin no Mondai DX?,TV,52,6.27
8357,Himitsukessha Taka no Tsume The Movie 3: http://takanotsume.jp wa Eien ni,Movie,1,5.27
3809,Shirayuki Hime no Densetsu,TV,52,6.74
9383,Chie-chan Funsenki: Jarinko Chie,TV,39,7.83
6261,Koguma no Misha,TV,26,6.42
32693,Kitakaze to Taiyou,Movie,1,4.56
15051,Love Live! School Idol Project,TV,13,7.7
4718,AIKa: Special Trial,Special,1,5.83
3806,Sasuga no Sarutobi,TV,69,6.73
3248,Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku,Special,5,7.0
30442,Kana Kana Kazoku x Himitsukessha Taka no Tsume Collaboration Film,ONA,1,4.45
33498,Ganbare! Kickers: Hitoribocchi no Ace Striker,Special,1,6.34
30444,Kana Kana Kazoku: Stop Rubella,ONA,1,4.14
33834,Sin: Nanatsu no Taizai,TV,Unknown,
1943,Paprika,Movie,1,8.15
4360,Uchuu Kaizoku Sara,OVA,4,6.95
20233,Tonari no Tamageta-kun,TV,60,6.33
369,Boogiepop wa Warawanai: Boogiepop Phantom,TV,12,7.27
9387,Ginga Hyouryuu Vifam: Kachua Kara no Tayori,OVA,1,6.0
23333,DRAMAtical Murder,TV,12,6.32
2917,Seijun Kango Gakuin,OVA,3,6.47
614,Okusama wa Mahou Shoujo,TV,13,6.43
14253,My Melody no Akazukin,Movie,1,5.6
4961,Mushrambo (2008),OVA,2,6.69
9310,Ryoujoku Famiresu Choukyou Menu,OVA,2,6.6
30532,Gundam Build Fighters OVA,OVA,1,
15613,Hakkenden: Touhou Hakken Ibun,TV,13,7.57
1064,Mazinkaiser,OVA,7,7.47
3406,iDOLM@STER Xenoglossia Specials,Special,9,6.26
20145,Wagahai wa Neko de Aru,Special,1,6.23
8898,Circuit Angel: Ketsui no Starting Grid,OVA,1,5.78
22819,Aikatsu! Movie,Movie,1,7.79
1250,Erementar Gerad,TV,26,7.44
4737,Himitsukessha Taka no Tsume,TV,12,6.43
20355,Zeonic Toyota Special Movie,ONA,2,6.19
31,Neon Genesis Evangelion: Death &amp; Rebirth,Movie,1,7.51
194,Macross Zero,OVA,5,7.69
33177,Kamotori Gonbee,Movie,1,3.89
19101,Shin Hitou Meguri,OVA,2,6.36
978,Change!! Getter Robo: Sekai Saigo no Hi,OVA,13,7.84
6635,Ayatsuri Haramase DreamNote,OVA,2,6.21
438,Phantom The Animation,OVA,3,6.66
3328,School Days: Magical Heart Kokoro-chan,OVA,1,5.86
705,Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie,Movie,1,4.88
3370,Natural: Another,OVA,2,6.12
31321,Shounen to Sakura,OVA,1,6.83
12049,Fairy Tail Movie 1: Houou no Miko,Movie,1,7.7
16610,No Littering,ONA,1,3.62
5075,Yuusha Keisatsu J-Decker,TV,48,7.62
5107,Balthus: Tia no Kagayaki,OVA,1,5.41
26133,Paper Cranes Story: Kenta to Maiko,OVA,1,8.0
25301,Maya no Isshou,Movie,1,8.75
30240,Prison School,TV,12,8.03
25431,Chain Chronicle: Short Animation,OVA,8,6.17
493,Armitage III: Poly-Matrix,Movie,1,7.18
26163,Ganbare! Lulu Lolo 2nd Season,TV,26,4.56
24751,Akuma no Riddle: Shousha wa Dare? Nukiuchi Test,Special,1,6.66
30571,Chouon Senshi Borgman: Madnight☆Gigs!,OVA,1,4.82
7715,Auto Mommy,Movie,1,5.12
5207,Hokuro Kyoudai Full Throttle!!!!,ONA,7,3.97
5914,Kanamemo,TV,13,7.01
1058,Kidou Shinsengumi Moeyo Ken,OVA,4,5.81
1359,Nikutai Ten&#039;i,OVA,2,6.47
8689,Born by Myself,ONA,1,3.73
3843,Ali Baba to 40-hiki no Touzoku,Movie,1,5.87
29489,Karasu no Puuta,TV,Unknown,8.0
431,Howl no Ugoku Shiro,Movie,1,8.74
3446,Biohazard: Degeneration,Movie,1,7.19
29715,Nar Doma,TV,26,5.02
13479,Uchuu Kyoudai: Apo&#039;s Dream,OVA,1,5.62
8899,Kaitei Shounen Marine,TV,65,6.49
33776,"Watashitachi, Luck Logic-bu! 2",ONA,Unknown,5.85
3900,Ougon Bat,TV,52,6.73
32993,Sore ga Seiyuu!: Petit Uchiage,Special,1,6.47
29361,Kareshi wa Hammerhead Shark,TV,Unknown,3.78
32713,Original C-V-P Momoko,OVA,2,4.0
1297,Project A-Ko 3: Cinderella Rhapsody,OVA,1,6.64
7611,Issho ni Ecchi,OVA,1,5.97
29906,Kakari,Movie,1,4.89
21875,Chou Akuukan Bouheki Cheese Napolitan,ONA,1,5.39
20583,Haikyuu!!,TV,25,8.68
30464,Shinmai Maou no Testament Specials,Special,6,6.92
2781,Saint Luminous Jogakuin,TV,13,6.17
9062,Angel Beats! Specials,Special,2,7.79
1155,Melty Lancer,OVA,6,6.14
32189,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,TV,12,7.87
2464,Yoshinaga-san&#039;chi no Gargoyle Specials,Special,5,6.5
482,Yu☆Gi☆Oh!: Duel Monsters GX,TV,180,7.23
1369,Detective Conan OVA 01: Conan vs. Kid vs. Yaiba,OVA,1,7.37
10298,Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,Special,1,7.41
8829,Shounen Ashibe (TV),TV,37,6.0
919,Ray The Animation,TV,13,6.81
22643,Kero Kero Keroppi no Kyouryuu ga Deta,OVA,1,6.1
3525,Extra,Music,1,6.14
6939,Eien no Hou,Movie,1,5.47
30334,Sleepy,Movie,1,5.25
7540,Kurogane no Linebarrels Specials,Special,2,6.71
12867,Tsuki no Sango,Movie,1,6.35
11095,Zouressha ga Yatte Kita,Movie,1,6.06
32949,Kuzu no Honkai,TV,Unknown,
6773,Shakugan no Shana III (Final),TV,24,7.73
4535,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,ONA,7,7.08
7527,Ponsuke no Udekurabe,Movie,1,6.4
31753,Ganbare! Lulu Lolo 3rd Season,TV,10,6.29
13755,Feeling from Mountain and Water,Movie,1,6.82
8514,Break Blade 2: Ketsubetsu no Michi,Movie,1,7.86
13251,Shin Hikari Shinwa: Palutena no Kagami,ONA,3,6.6
18829,Hello Kitty no Shiawase no Aoi Hotaru,OVA,1,6.0
28569,Kogitsune no Shouboutai,OVA,1,6.67
33447,Piace: Watashi no Italian,TV,Unknown,
13139,Gakkatsu!,TV,25,6.59
1964,Sakura Taisen: Ecole de Paris,OVA,3,6.61
4163,Seto no Hanayome OVA,OVA,2,8.03
17951,Hello Kitty no Shirayuki-hime,OVA,1,6.31
6628,Dengeki Bunko 2007 Movie Festival Special,Special,1,6.35
20473,Teekyuu 3,TV,12,6.96
7597,"Boku, Otaryman.",OVA,1,6.25
19907,Ecchan no Sensou,Movie,1,7.17
30386,Pikaia!,TV,13,5.8
3970,Sentakuya Shin-chan,OVA,2,7.02
14563,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,TV,12,5.36
29101,Grisaia no Kajitsu Specials,Special,6,6.95
7079,Ookamikakushi,TV,12,6.47
1782,Hyakki,OVA,3,5.9
8481,&quot;Bungaku Shoujo&quot; Memoire,OVA,3,7.54
1778,Dae Jang Geum: Jang Geum&#039;s Dream,TV,26,7.24
30395,Kuripuri*Kuripura,Movie,1,3.2
29856,Tetopettenson,Music,1,3.51
29643,6HP (Six Hearts Princess),TV,Unknown,
6046,Tales of Vesperia: The First Strike,Movie,1,7.79
32222,Youkai Watch Movie 3: Soratobu Kujira to Double Sekai no Daibouken da Nyan!,Movie,1,
30331,Motion Lumine,Movie,1,4.71
23265,Genroku Koi Moyou: Sankichi to Osayo,Movie,1,4.93
3366,Persona: Trinity Soul,TV,26,6.76
23183,Itazura Post,Movie,1,7.0
9883,Osomatsu-kun (1988),TV,86,6.93
17821,Stella Jogakuin Koutou-ka C³-bu,TV,13,6.6
2063,Rhea Gall Force,OVA,1,6.53
957,Saiunkoku Monogatari,TV,39,8.06
6999,Prince of Tennis: Another Story - Messages From Past and Future OVA Bonus,Special,2,7.31
31137,Mahou Shoujo Lyrical Nanoha ViVid: Special Program,Special,1,6.15
9716,Rurouni Kenshin: Review Special,Special,1,7.12
31942,Shooting Hero,Music,1,4.92
2438,Hitozuma♪Kasumi-san,OVA,2,6.84
3594,Tears to Tiara,TV,26,7.31
7052,Shinshuu Sudama-hen,OVA,4,6.41
10500,Ojiisan no Lamp,Movie,1,7.71
11123,Sekaiichi Hatsukoi 2,TV,12,8.31
12861,Umeboshi Denka: Uchuu no Hate kara Panparopan!,Movie,1,6.38
29719,Maze Maze Wien,Movie,1,5.9
32740,Girls und Panzer der Film: Arisu War!,Special,1,7.36
2737,Kouryuu no Mimi: Mina no Shou,OVA,2,5.51
29141,Atama wa Tsukaiyou. Card mo Tsukaiyou.,Special,1,5.6
15633,Code:Breaker OVA,OVA,3,6.91
3107,Dark Shell: Ori no Naka no Namameki,OVA,2,6.29
1622,Kai Doh Maru,OVA,1,5.73
23759,Oira no Ski,Movie,1,5.31
4591,Yoiko,TV,20,6.4
12065,Queen&#039;s Blade OVA Specials,Special,2,6.21
6310,Kinnikuman II Sei: Second Generations,Movie,1,6.58
1118,Pokemon: Kesshoutou no Teiou Entei,Movie,1,7.16
984,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,OVA,2,7.08
26305,Naita Aka Oni (OVA),OVA,1,5.75
1263,Suika,OVA,3,6.64
5492,Platonic Chain: Web,Special,1,5.88
2232,Funny Pets,TV,12,5.13
17489,Kero Kero Keroppi no Daibouken: Fushigi na Mame no Ki,Movie,1,6.11
11715,Kamisama Dolls Specials,Special,6,5.98
2943,Inbaku Gakuen,OVA,3,6.42
5953,Mahou no Princess Minky Momo: Yume wo Dakishimete,TV,62,6.8
33031,Shakunetsu no Takkyuu Musume,TV,12,6.89
2890,Gake no Ue no Ponyo,Movie,1,7.93
25975,I Love Sky,Special,1,5.67
30845,Aikatsu! Music Award: Minna de Shou wo MoracchaimaShow!,Movie,1,7.26
478,Sousei no Aquarion,TV,26,7.2
456,Gokujou Seitokai,TV,26,7.06
5462,Top wo Nerae! Kagaku Kouza,Special,6,6.26
10945,Maria†Holic Alive Special,Special,1,6.91
3220,Kanashimi no Belladonna,Movie,1,7.28
24275,Medamayaki no Kimi Itsu Tsubusu?,Special,4,6.0
8074,Highschool of the Dead,TV,12,7.46
136,Hunter x Hunter,TV,62,8.48
6686,Chinetsu Karte: The Devilish Cherry,OVA,2,6.73
3146,GR: Giant Robo,TV,13,6.9
22179,Aki no Puzzle,Movie,1,3.27
30392,Joukyou Monogatari,Movie,1,5.4
12907,Sekiei Ayakashi Mangatan,ONA,3,5.87
19557,"Anpanman to Hajime yo! Iro, Kazu, Katachi Wakarukana Iro, Katachi",Special,1,5.97
10238,Hybrid Deka,Movie,1,5.0
32518,Shoujo kara Shoujo e...,OVA,Unknown,7.08
16668,Kakumeiki Valvrave,TV,12,7.31
1356,Hokuto no Ken 2,TV,43,7.64
2874,Charm Point 1: Sister&#039;s Rondo,OVA,1,5.57
1175,Metal Fighter Miku,TV,13,6.2
9990,Midori-ko,Movie,1,6.46
4214,Rosario to Vampire Capu2,TV,13,7.24
21853,Love Live! School Idol Project Recap,Special,1,7.21
28251,Uribyeol ilhowa ulrookso,Movie,1,6.22
6586,Yume-iro Pâtissière,TV,50,8.07
1923,Urusei Yatsura Movie 4: Lum The Forever,Movie,1,6.99
3104,Geisters: Fractions of the Earth,TV,26,6.09
31158,Hetalia: The World Twinkle Specials,Special,3,7.5
9712,Maria†Holic Alive,TV,12,7.06
4879,Mouryou no Hako,TV,13,7.33
28927,Owari no Seraph: Nagoya Kessen-hen,TV,12,7.84
4680,Bocchan,Special,1,6.17
145,Kareshi Kanojo no Jijou,TV,26,7.66
28559,Magical Puuta no Hi Asobi wa Abunai yo,OVA,1,6.2
31736,Valkyrie Drive: Mermaid Specials,Special,6,6.24
32729,Orange,TV,13,7.78
487,Girls Bravo: Second Season,TV,13,6.9
1015,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,Special,1,7.78
8574,Aoi Taiken,OVA,2,5.11
32881,Tiger Mask W,TV,Unknown,6.44
11717,Hoshi no Kirby: Pilot,Special,1,5.91
4161,Kojin Jugyou,OVA,2,5.63
28957,Mushishi Zoku Shou: Suzu no Shizuku,Movie,1,8.75
2369,Rental Magica,TV,24,7.18
3418,Jungle no Ouja Taa-chan,TV,50,7.35
4014,Choujin Locke: Lord Leon,OVA,3,6.37
3975,Uchi no 3 Shimai,TV,141,6.68
31771,Amanchu!,TV,12,7.45
9991,Bremen 4: Jigoku no Naka no Tenshi-tachi,Special,1,6.29
4938,Tsubasa: Shunraiki,OVA,2,8.23
3956,Shakugan no Shana II (Second) Specials,Special,3,7.33
32959,Mirai no Watashi,ONA,1,6.24
219,Kidou Senkan Nadesico: The Prince of Darkness,Movie,1,6.9
27741,Shounen Hollywood: Holly Stage for 50,TV,13,6.66
31608,Teekyuu 4 Specials,Special,2,6.58
4396,Osaru no Kantai,Movie,1,4.42
23735,Kenzen Robo Daimidaler Specials,Special,6,6.22
1209,Nasu: Andalusia no Natsu,Movie,1,7.16
13161,Hagure Yuusha no Aesthetica,TV,12,7.25
8314,Tentai Senshi Sunred: Short Corner,Special,4,6.72
28427,Isobe Isobee Monogatari: Ukiyo wa Tsurai yo,ONA,Unknown,5.58
6555,Pokemon: Pikachu no Kirakira Daisousaku!,Special,1,6.58
4452,Hoshikuzu Paradise,OVA,1,5.91
3073,Robby to Kerobby,TV,52,6.0
29605,Double Hard,ONA,Unknown,6.53
32233,MitchiriNeko March,Music,1,6.37
10741,Jingi,OVA,2,5.86
1606,Kekkaishi,TV,52,7.73
254,Jungle wa Itsumo Hare nochi Guu Deluxe,OVA,6,7.95
32353,Bonobono (2016),TV,Unknown,6.16
3810,Mori no Youki na Kobito-tachi: Belfy to Lillibit,TV,26,6.56
16752,Haedori Daemoheom,Movie,1,5.1
28447,Shingeki no Bahamut: Genesis Recap,Special,1,6.21
29645,Jikan,Movie,1,3.77
3615,Neo Angelique Abyss,TV,13,7.01
2186,Maid no Yakata: Zetsubou-hen,OVA,2,5.61
11545,Happyakuyachou Hyouri Kewaishi,TV,16,5.68
4941,Tezuka Osamu ga Kieta?! 20 Seiki Saigo no Kaijiken,Special,1,6.45
31758,Kizumonogatari III: Reiketsu-hen,Movie,1,
1406,Gibo,OVA,2,6.1
3288,Gundam Evolve,OVA,15,6.89
31988,Hibike! Euphonium 2,TV,13,8.25
1218,Tonagura!,TV,13,6.87
6787,Goulart Knights: Evoked the Beginning Black,OVA,1,5.91
1274,Injuu Gakuen EX,OVA,4,6.34
22467,Minihams no Ai no Uta,Music,1,5.61
891,Dragon Ball Movie 2: Majinjou no Nemuri Hime,Movie,1,7.03
30778,Fairy Tail Movie 2,Movie,1,
20945,Iron Kid,TV,26,7.03
4339,Ashita e Attack!,TV,23,6.84
28439,Hatsune Miku x Tetsuya Nomura,Special,1,5.9
10469,Sayonara Zetsubou Sensei Special,Special,1,7.63
18683,Shibai Taroka,OVA,2,6.0
10850,Seibu Tetsudou Ekiin Tako-chan,ONA,12,4.12
2300,Uchuu no Kishi Tekkaman Blade OVA: Twin Blood,OVA,1,7.16
29503,Gararin to Gororin,Special,1,3.38
291,D.C.S.S: Da Capo Second Season,TV,26,7.15
27969,Hana to Alice: Satsujin Jiken,Movie,1,7.47
14007,"Akai Shouzou: Char, Soshite Frontal e",Special,1,6.36
7031,Satsujinkyou Jidai,Movie,1,4.86
7781,Gothicmade: Hana no Utame,Movie,1,5.93
17961,Tetsuwan Atom: Chikyuu Saigo no Hi,Movie,1,5.84
17437,The iDOLM@STER Movie: Kagayaki no Mukougawa e!,Movie,1,7.66
112,Chou Henshin Cosprayers,TV,8,5.11
62,D.C.: Da Capo,TV,26,6.93
33691,Tsukiyo to Megane,Movie,1,4.67
30559,Why,Movie,1,4.4
9438,Rainbow Sentai Robin,TV,48,6.22
10135,Manga Hajimete Monogatari,TV,305,6.36
16131,Machine Robo: Butchigiri Battle Hackers,TV,31,6.22
26347,From Osaka with Cheer!,ONA,4,4.33
4224,Toradora!,TV,25,8.45
3361,UFO Senshi Dai Apolon,TV,26,6.43
49,Aa! Megami-sama!,OVA,5,7.41
33225,Mobile Suit Gundam-san (ONA),ONA,15,6.19
31000,Kizuna: Ningen no Uta Part 2,OVA,1,7.0
20533,Z/X: Ignition,TV,12,6.68
206,Lodoss-tou Senki: Eiyuu Kishi Den,TV,27,7.25
4618,RideBack,TV,12,7.38
2342,Shin Choujin Densetsu Urotsukidouji Mataiden,OVA,2,6.22
30753,Himitsukessha Taka no Tsume The Movie 4: Kaspersky wo Motsu Otoko,OVA,1,6.4
9976,Wakaranai Buta,Movie,1,4.92
8666,Mazinkaiser SKL,OVA,3,7.16
23517,Calligraffiti,Movie,1,4.57
1937,Nakoruru: Ano Hito kara no Okurimono,OVA,1,5.67
837,Kyou no 5 no 2,OVA,4,7.33
29954,Embah,ONA,1,4.17
9509,Yami no Purple Eye,Music,1,5.35
12365,Bakuman. 3rd Season,TV,25,8.71
30446,Akazukin to Kenkou,OVA,1,4.3
12921,Morita-san wa Mukuchi. Specials,Special,2,6.62
9595,Amanatsu,Movie,1,6.34
8939,Bohemian Rhapsody,Music,1,6.13
17471,Yanase Takashi Märchen Gekijou,OVA,30,7.0
34367,Long Riders Recap,Special,1,5.97
24883,Chiisai Sensuikan ni Koi wo Shita Dekasugiru Kujira no Hanashi,Special,1,7.2
384,Gantz,TV,13,7.27
31668,Teekyuu 5 Specials,Special,2,6.35
4685,Takane no Jitensha,Special,1,6.15
15489,Yu☆Gi☆Oh! Zexal Second,TV,73,7.07
7048,Crush Gear Nitro,TV,50,6.58
16023,Kuro to Kin no Akanai Kagi.,OVA,2,5.94
33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,OVA,1,8.31
19251,Uta no☆Prince-sama♪ Maji Love 2000%: Shining Star Xmas,Special,1,7.46
16518,Arata Kangatari,TV,12,6.68
2118,Captain Tsubasa: Europe Daikessen,Movie,1,7.02
1092,Mobile Suit Gundam III: Encounters in Space,Movie,1,7.89
2861,Seifuku Shojo The Animation,OVA,2,6.46
17603,Mr. Pen Pen,Special,1,6.13
1456,L/R: Licensed by Royal,TV,12,6.59
18081,Koro Koro Kuririn no Inaka no Nezumi Tokai no Nezumi,OVA,1,5.65
24989,Agukaru: Play with Ibaraki-hen,ONA,20,4.81
2288,Akihabara Dennou-gumi,TV,26,6.72
2683,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,TV,12,7.42
9327,Seme♥Chichi,OVA,2,5.94
29900,Nobara,Movie,1,4.59
21273,Gochuumon wa Usagi Desu ka?,TV,12,7.6
22113,Kyoukaisenjou no Horizon Specials,ONA,4,6.51
16784,Marin X,Movie,1,4.08
2588,Sinkan,OVA,1,5.87
8361,Crayon Shin-chan Movie 07: Bakuhatsu! Onsen Wakuwaku Daikessen,Movie,1,6.96
199,Sen to Chihiro no Kamikakushi,Movie,1,8.93
33069,Dimension W Special,Special,1,6.62
8234,Muumin,TV,65,7.1
9587,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,TV,12,6.34
29537,Hello Kitty no Okaze wo Hiita Santa-san,OVA,1,6.57
10906,Hakoiri Shoujo: Virgin Territory,OVA,2,6.02
2960,Kininaru Roommate,OVA,2,6.66
31139,Ame-iro Cocoa: Rainy Color e Youkoso!,TV,12,4.92
28859,Shabura Rental: Ecchi na Oneesan to no Eroero Rental Obenkyou The Animation,OVA,1,6.81
791,Arion,Movie,1,6.37
6311,Sarutobi Ecchan,TV,26,6.08
29709,Introspection,Movie,1,5.29
13083,Fushigi na Kusuri,Movie,1,5.69
3223,Kiddy Grade: Truth Dawn,Movie,1,7.34
6437,Sora wo Kakeru Shoujo Picture Drama,Special,9,6.38
7730,Issho ni H Shiyo,OVA,6,6.8
4013,Paul no Miracle Daisakusen,TV,51,6.64
33761,Qui Shui Yi Yun,ONA,12,7.25
1183,Variable Geo,OVA,3,5.82
31068,Hime Chen! Otogi Chikku Idol Lilpri (2011),TV,51,6.98
10810,Pucca (2008),TV,13,6.6
18731,Bokutachi no Peace River,OVA,1,5.38
